review,sentiment
"The brands in this film, like Suit Supply, take away from the story, cause it's supposed to be set in the eighties. It's not a very thrilling film. Also, the single from Intwine on the soundtrack is very bad, it has a chorus that is repeated numerous times', like ""I'm a cruel man, I take it all away, I'm a cruel man I'm here to stay.."" Jeeez couldn't those asswipes have come up with something better than that? I guess they wrote it in a couple of minutes..<br /><br />It's really annoying, just like the product placement in this filmproduct,that cashes in on the controversy and publicity around a criminal who should not be a celebrity like he is now made out to be, but should be forgotten like rats ought to be.",negative
"I like this film for several reasons. I have a soft spot for films about intricately plotted criminal plots like TOPKAPI. I also enjoy films (like TOPKAPI and BIG DEAL ON MADONNA STREET) that spoof the the genre. One of the best ones is DISORGANIZED CRIME.<br /><br />Corbin Bernsen has met four cons over the years, and he decides they can all be useful in a bank robbery he is planning in a small Montana town. But he hasn't given any details on the crime to the fellows, nor do they really know each other at all. Shortly after he sends for them Bernsen is arrested by two New Jersey policemen (Ed O'Neill and Daniel Roebuck) whom he escaped from before and have a warrant to bring him back. While he is in their custody the four cons (Fred Gwynne, Lou Diamond Philips, Ruben Blades, and Will Russ) show up without a clue about why they are there except that Bernsen was planning something. <br /><br />The first twenty minutes of the film deal with the four cons slowly getting used to each other, with Gwynne and Philips managing to push away their own suspicions to figure out they have to trust each other. At the same time we see Bernsen patiently waiting for the right moment to escape from O'Neill and Roebuck again - not too difficult as they are not the brightest bulbs who ever existed. The result are two sets of plots that will keep juxtaposing against each other throughout the film: the four cons trying to figure out what Bernsen's scheme was, and how to put it into operation, and Bernsen trying to maintain his own freedom from his pursuers and regain his cabin (and hopefully find his gang there for him to take command of). There is also a third, smaller, plot involving the growing annoyance and anger of local Sheriff Hoyt Axton against the idiots from New Jersey who keep getting into his hair.<br /><br />There are many delightful moments in the film, such as Axton, egged on by O'Neil and Roebuck, into surrounding a house in the town that Bernsen is supposed to be hiding inside of, and yelling (through a megaphone, ""Come out, we have you surrounded!!"", only to have the scene switch to a huge, Montana plain that Bernsen is struggling and stumbling through miles from where the police think he is at that moment. There are moments of misadventures by our four cons, who fortunately put the oldest (Gwynne) into leadership position. This does not always guarantee anything. At one point their car won't start, and they have to thumb a ride by truck. Unfortunately it is a truck carrying manure.<br /><br />The conclusion with the gang successfully carrying out the robbery, including disabling all the police cars at the critical time (Philips specialty is cars) is also a gem of timing, suspense, and comic results. The film is very entertaining, and certainly worth watching.",positive
"Set in and near a poor working class town in the mountains of rural Italy, it's a story of madness. The landscape may be quite picturesque, but there's madness herein, concealed behind the mask of a person who seems outwardly normal. This person kills little children.<br /><br />In style and tone this film resembles Dario Argento's famous Italian giallos, those fascinating whodunit horror films, except that Argento's films are much better looking. Still, the visuals in Fulci's ""Don't Torture A Duckling"" are competent, with some interesting compositions and lighting. Lightning and thunder on a rainy night enhances suspense in one sequence wherein one of the ""ducklings"" is vulnerably alone.<br /><br />In one sequence the gore is a bit overdone. But this is no slasher film. A legitimate theme undergirds the story. And that theme is that madness can take many unexpected forms, not just the obvious delusions of people who practice voodoo or black magic.<br /><br />Plenty of red herrings render the puzzle solution difficult if the viewer doesn't assume an agenda on the part of the director. Don't dismiss someone who might not seem to be a suspect. The twist near the end provides good misdirection. However, in one scene midway through, a line of dialogue could have been added to clarify the relationship between two characters, one of whom is the murderer. The film's finale takes place on a beautiful mountaintop with the wind whistling in the background. We see flashbacks to clues and get insights into the killer's mindset.<br /><br />I don't care for the film's widescreen projection. But background music is effective, and ranges from jarringly creepy at the beginning to low-key jazz, to indigenous Italian songs. Acting is generally average, though in a couple of cases, it's a bit overdone.<br /><br />Though not as visually brilliant as Argento's giallos, ""Don't Torture A Duckling"" nevertheless is a fine film, one that contains a thematic storyline and enough of a whodunit puzzle to interest most viewers who like thrillers and murder mysteries.",positive
"My mother forced me to watch this movie with her. She apparently will watch anything with a vampire counsel in it. I was bored throughout.<br /><br />At different points, Underworld: Rise Of The Lycans is reminiscent of Spartacus, Battle For The Planet Of The Apes, The Passion Of The Christ, and Mandingo! What it reminds me most of are those Italian sword and sandal pictures of the nineteen-sixties (not the good ones) that spend an inordinate amount of time showing Greek or Roman despots in robes talking and plotting incessantly while you wait impatiently for the muscle man hero and his lover, usually the despots daughter, to do something.<br /><br />This film was in desperate need of some color and suspense. The characters were pretty two-dimensional.<br /><br />The sets looked as if they were constructed entirely of pewter! I wonder how many Civil War Chess Sets were melted down to make this movie.<br /><br />All those wearing fishnet stockings on your arms and black lipstick, feel free to click NO.",negative
"Well, not much really to say about this. But it is really good. Very good job from Softley directing and the movie have good cast of acting. Movies plot is also believable and... hehe good. So the good is main word in this case. I just hope there would be more this kind scifi movies. Thats why this one s pointed out in the crowd. I give it 8.5 of 10",positive
"What can you say about this movie? It was not terrible, but it was not good! Two days earlier I had watched Lillies and that was one of the best Gay films I have ever seen. So this was not the best time to watch a mediocre Gay flick.<br /><br />The story was silly and the acting was OK. It was not bad enough to turn off, but it had some bad moments and some terrible stereotyping. It was not very well cast either.<br /><br />Would I recommend this movie? No you would be wasting your time and money. I don't understand why movies like these are made and who is funding them. Spend your time Watching Noah's Arc on Logo instead. I think this is where this movie was trying to go but never got there.",negative
"My God, what an incredible movie it is! Reminded me so much of the similar scene in Mel Gibson's movie ""We were Soldiers"" when ""the Company is not lost, they're just cut off"" And the other scene in Pearl Harbour when the British officer says to Ben Affleck ""If all Americans are like you, then God help the nation that goes to war with America!<br /><br />Put all 3 movies together and you would have enough BULLSHIT to fertilise the entire Sahara Desert.<br /><br />The story of the cut-off Battalion may be real enough but the movie could have done without all that American preachy jingoistic propaganda attached to it. There were audible groans in the cinema during the above-mentioned scene in Pearl Harbour (no kidding either) The Lost Battalion however is really in a class of its own .<br /><br />""Americans think they are unbeatableinspired bravery. "" I actually cringed and damn near puked at all the swill being spewed out throughout this diarrhoeic disaster (the movie that is) <br /><br />The fighting scenes were well made (3 stars for that) but if the script is manure, then wrapped even in brightly coloured ribbons, it is still manure. The writer, James Carabatsos, also wrote those other screamersHamburger Hill, No Mercy , Heartbreak Ridge. Someone, please shoot him before he writes any more such garbage.<br /><br />The Director, Russell Mulcahy is an Australian too. God, the shame!!!",negative
<br /><br />Robot jox is a great little film ok some of the sets are bad and the acting is not that great but the special effects are very good for a film of this size and age. You have to remember that this film is over 10 years old now and was made very cheaply in the 1st place so you cant moan to much about the bad parts. So just sit back and watch a cool film with great big robots in it.,positive
"If you decide to watch Wild Rebels, don't expect anything deep and meaningful. If you're looking for a film that explores the relationships and structure of a motorcycle gang, Wild Rebels is the wrong movie. If you're looking for an expose on the breakdown of the American educational system and the problem of juvenile delinquency, Wild Rebels is the wrong movie. If you're looking for a movie that examines how undermanned rural police departments are when facing a well-financed, well-organized gang, Wild Rebels is the wrong movie. But if you're looking for an absurd movie filled with scene after scene of unintentional humor, horrendous acting, a paper-thin plot, and community theater style production values, Wild Rebels is the right movie.<br /><br />Wild Rebels is the story of a down-on-his-luck stock-car driver named Rod Tillman (Steve Alaimo). After a fiery crash (which Rod walks away from completely unscathed despite having only a cotton pants and a London Fog style jacket for protection), Rod decides to give it up. With no plan for his future other than to wander aimless through the back-roads of the South, he stumbles on the Satan's Angels motorcycle gang (a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share). This group of hoodlums spends their time terrorizing a rural town in Florida by committing such atrocities as stealing a newspaper from a neighbor's mailbox. These bumbling idiots need someone to act as their driver during some larger crimes they have planned. Apparently, these three Einsteins can only drive vehicles with two tires, not four. So they recruit Rod to perform feats of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a gravel road during a low-speed chase. Eventually, they hold-up a bank, get into the aforementioned low-speed chase, and have the lamest gun battle with the police ever put on film. I could go on forever, but you get the idea.<br /><br />I hate the term ""so bad it's good"", but that seems to aptly describe Wild Rebels.",negative
"Okay, I absolutely LOVE Ben Stiller, although I am lukewarm about Jennifer Aniston. I do not think this girl can act in the least. Every movie or sitcom I've seen her in is very hard to get past her fake acting. It sounds like she is just standing there reading right off the script. This movie only had one good thing about it, and that's that Ben Stiller was in it. This plot is so used and abused it's ridiculous. How many movies have this same type of plot?? Can we say ""Forces of Nature??"" Not only is the plot so old, but the outcome is so predictable, it's boring. I knew everything that was going to happen before it did. It was a bore, but watching Stiller is always a delight!!!",negative
"If you love Chan-wook Park, you know what to expect. His films are brutal, poetic, tragic, and artistic, with splashes of very grim humor. THIRST is clearly Park's style, and I loved every second of it, from the cinematography (every shot is gorgeous and creative) to the story, which blends Shakespearean tragedy, murderous love, Gothic horror, and layered character drama. The characters are complex and there is plenty of moral ambiguity to go around. Even the most sociopathic character evokes sympathy. The direction is restrained and the performances are nuanced - like SYMPATHY FOR MR. VENGEANCE, there are too many subtleties to take in on the first viewing. Chan-wook Park is an intelligent, bold, consistently surprising filmmaker. It's unpredictable - scenes go from brutal and heart-wrenching to laugh-out-loud hilarious in an instant. This is closer to LADY VENGEANCE then SYMPATHY FOR MR. VENGEANCE as far as being over-the-top and comical. But, like LADY VENGEANCE, it's incredibly rich, thought-provoking, and rewarding.<br /><br />If you like beautifully told vampire stories (LET THE RIGHT ONE IN) or are a fan of Chan-wook Park, seeing THIRST should be obvious. Easily one of the best films of 2009.",positive
"One of the worst things a film studio can do is exploit the tragedies of others, commercializing a 'shock' or 'gore' factor in order to sell tickets to be able to buy their Birch a new diamond necklace. Another worst thing is to totally misrepresent the true facts of an incredible saga by fabricating events, dialog and images to the director's own liking. Lastly, one of the worst things a film studio can do is to use bottom-of-the-barrel actors and shoot it all on a sound stage that was rented for fifty cents a day. All three of these travesties the makers of this film are guilty of. This is, hands-down, the worst movie I have ever seen, and I've seen thousands. A score of '1' is too good for this waste of celluloid. Not only should the filmmakers be ashamed for making it, they should be ashamed for negatively exploiting the heroes of this story, which are the people who experienced this tragedy firsthand, both the living and the dead.",negative
"Just to save you money and time I will go ahead and tell you that this movie is absolutely not worth the match and gas it would take to burn it. Don't waste your time. As a matter-of-fact you would be better off forgetting you ever thought about watching it. I have seriously seen better B movies in a language that I can't understand. Who ever gave permission for this to be made needs to be sewed. The only positive thing I can say for this movie is that with a new script and the right director and actors it could be a great story. Let me break it down; A virgin gets pregnant by a demon, the baby while inside her womb wants to feed on people. They try to make up for the fact that this is possibly the worst movie ever made with cursing and pointless nudity. All in all Totally not worth the dollar it took me to rent it.",negative
"As a South African, living in South Africa again after a 32 year stay in the UK, I am sorry to say that this movie is a huge disappointment. The three main problems I had with the movie was a) why Swank and Ejiofor - an American and a Nigerian - to play the leads. This country is bursting with talent and has no need of imports... b) Gillian Slovo has been trading off her Struggle credentials for years now. She's a very mediocre writer and even her novel doesn't stand up the flaccid direction of Mr Hooper... and c) Hilary Swank again, such a great actor, as proved in Million Dollar Baby (but that's Eastwood too), here dressed in the contemporary New York style whilst roaming freely around the poverty of the Karoo. Where was the consideration and sensitivity needed by the costumer and director? Yes, the film is ultimately moving - how could it not be? - but the overall mood at the conclusion is one of tremendous letdown. Heart's in the right place but needs a pace maker.",negative
"Now I love Bela Lugosi,don't get me wrong,he is one of the most interesting people to ever make a movie but he certainly did his share of clunkers.This is just another one of those.<br /><br />Lugosi plays Dr.Lorenz,a doctor who has had his medical license pulled for unexplained reasons.He is however doing experiments to keep his wife young and beautiful.It's revealed that she is 70-80 years old yet Lugosi looks to be in his mid 50's so why he is married to this old woman is never really explained.<br /><br />Anyway these treatments or experiments involved giving brides who are at the altar being married some sort of sweet smelling substance whereby they pass out but are thought to be dead.Then Lugosi and some of his assistants steal the body on its way to the morgue and take it back to his lab where it's kept in some sort of suspended animation or catatonic state.Then the stolen brides have a needle rammed somewhere in their bodies,maybe the neck,and then the needle is rammed into the body of Lugosi's wife to bring her back to youth and beauty.We never really see where Lugosi sticks the needle or what it is that he draws out of the brides but it somehow restores his wife .Apparently old age makes you scream with pain because Lugosi's wife does a lot of screaming until she gets back to her younger state.Helping Lugosi in his lab is the only good thing about this movie....a weird old hag and her two deformed sons....one son is a big lumpy looking slow acting fellow who likes to fondle the snoozing brides and the other son is a mean little dwarf....little person, to be politically correct in today's world.At night these three just sort of pile up and sleep in Lugosi's dreary downstairs lab.Who these 3 are and how they came to be Lugosi's scared assistants is,like a lot of stuff in this film, never explained.<br /><br />So anyway a female reporter is given the assignment by her gruff editor to find out where all the stolen brides are going to.She quickly figures out that the one common thing among all the stolen brides is a rare orchid that is found on them.So she asks around and is told that there is a world renowned orchid expert living nearby who just happens to be the one who developed this particular orchid.This expert turns out to be creepy Dr.Lorenz.She quickly tracks him down and upsets his little house of horrors.I'm not sure where the police were during all this but they came in to mop up after the reporter had done all the dirty work.<br /><br />It seems that Lugosi's movies always had some sort of unnecessary silly plot line that just made the whole thing stink to high heavens.I mean a world famous orchid expert kidnaps brides by sending them a doped up orchid he himself is known to have developed? D'OH!<br /><br />And then later it's revealed that the young ladies don't even have to be brides for the procedure to work so why would Lugosi keep kidnapping brides from heavily guarded churches for his experiments and create all the attention and newspaper headlines? Why not just grab a prostitute off the street like a normal weirdo pervert would do? This clunker reminded me a lot of another Lugosi stinker,""The Devil Bat""....same silly plot lines and bad acting and same silly 'reporter gets bad guy' deal.<br /><br />But Lugosi is always good--he is creepy and sinister enough to keep you interested at least enough to keep watching him.The woman playing the reporter was just a terrible actor....she had no emotion whatsoever,she just delivered her lines like a machine gun ,spewing them out as quickly as she could.Everyone else pretty much blew too,when it came to being good actors.<br /><br />But this thing is watchable ,if only for Bela Lugosi fans.Lugosi was always so intense even when the picture was a dog.He must have known he was doing terrible pictures but maybe he also knew that if he gave it everything he had a little of that intensity might shine through past all the bad plots and bad acting which surrounded him.<br /><br />And he was right----we horror fans will always have a love for Bela Lugosi.He gave it his all every time he was in front of the camera.We do give two f**ks for you,Bela.",negative
"Netflix should mention this short feature on the info for Silk Stockings. Superior in every way to that over-produced fluff. This had much better Cole Porter songs and lots more energy. Silk Stockings turned out to be a big disappointment. Fred was getting too old for this sort of thing, though the dances and Cyd are lovely. I will be on the watch for the Garbo--Melvyn Douglas version of Ninotchka. Was Peter Lorre ill during the making of Silk Stockings--he seems to be very passive in the more active numbers and with less lines? Very glad that I ran across Paree--Paree by pure accident. Made the whole experience a lot more enjoyable. Bob Hope, as a simple ""song and dance man' is pure joy.",positive
"Okay, so I'm not a big video game buff, but was the game House of the Dead really famous enough to make a movie from? Sure, they went as far as to actually put in quick video game clips throughout the movie, as though justifying any particular scene of violence, but there are dozens and dozens of games that look exactly the same, with the hand in the bottom on the screen, supposedly your own, holding whatever weapon and goo-ing all kinds of aliens or walking dead or snipers or whatever the case may be.<br /><br />It's an interesting premise in House of the Dead, with a lot of college kids (LOADED college kids, as it were, kids who are able to pay some fisherman something like $1,500 just for a ride after they miss their boat) trying to get out to this island for what is supposed to be the rave of the year. The first thing that comes to mind about House of the Dead after watching it is that it has become increasingly clear that modern horror movies have become nothing more than an exercise in coming up with creative ways to get a lot of scantily clad teenagers into exactly the same situations. At least in this case, the fact that they were on their way to a rave excuses the way the girls are dressed. They look badly out of place running around the woods in cute little halter-tops, but at least they THOUGHT they were dressed for the occasion.<br /><br />Clint Howard, tellingly the most interesting character in the film by far, delivers an absolutely awful performance, the greatness of which overshadows every other actor in the movie. I can't stand it when well-known actors change their accents in movies, it is so rarely effective, and Howard here shows that it is equally flat to have an well-known actor pretend that he's this hardened fisherman with a raspy voice from years of breathing salty air. He didn't even rasp well. It sounded like he was eating a cinnamon roll before shooting and accidentally inhaled some powdered sugar or something. Real tough there, Clint! I expected more from him, but then again, he did agree to a part in this mess.<br /><br />Once we get to the island, the movie temporarily turns into any one of the Friday the 13th movies that took place at Camp Crystal Lake. Lots of teenagers played by actors who were way too old for their parts getting naked and then killed. The nudity was impressive, I guess, but let's consider something for a minute. These kids pay almost two grand to get out to this island to go to the Rave Of The Year, find NO ONE, and say, well, who wants a beer! Even the guy who pulled that stack of hundreds out of his wallet to get them all over there didn't think anything of it that they found a full bar and not a single solitary person in sight. Here you have the input from director Uwe Boll - There's alcohol! They won't notice that the party they came for consists of no one but themselves!<br /><br />So not only do they start drinking, not minding the fact that the whole party seems to have vacated the island, but when one of the girls goes off into the dark woods to find out where everyone is (dragging one other girl and one of the guys reluctantly along), the guy and the girl who stay behind to get smashed decide that it would be a great idea to strip down for a quickie now that they're alone. It's like they expected to find the island empty, and now that they rest of the people that they came over with were gone for a little while, they would have some privacy since there's no one else around. Brilliant!<br /><br />Now for the things that everyone hated, judging by the reviews that I've read about the movie. Yes, intersplicing shots from the video game into the movie, mostly in order to show that, yes, the movie was being faithful to/directly copying the video game. Sure, it was a stupid idea. I can't imagine who thought up that little nugget, but worse than that is the Matrix-style bullet time scenes that were thrown in over and over and over and over. After the first time (at which point I found it pretentious and cheesy for a movie like this to have a shot like that as though it was something original) it is noticeable more for the technique of the shot itself rather than any dramatic meaning or creation of any kind of tension for the film.<br /><br />One of the things that makes a zombie film scary and gets you on the edge of your seat is to have them slowly but relentlessly coming after the living humans, who are much faster but getting tired, running out of places to run, and with a terrifying shortage of things with which to fight the zombies off with. The first two are done right in the movie, the kids are terrified and don't have a lot of places to run since they're on an island, but since they caught a ride over with a smuggler, they find themselves heavily armed. And I mean that very strongly. I mean, these people have everything from machine guns to hand grenades, which removes most of the tension of the impending walking dead.<br /><br />Then you have what I call the techno-slasher scene. Since the rave never happened, and I guess since Uwe Boll thought people were going to be disappointed at not hearing any techno music in the movie, there's one scene right in the middle where all the humans are fighting off the living dead, and amazingly enough it turns into something of a music video. There's techno music blasting as the shots are edited together faster and faster until it's nothing but a blur of gory shot, mostly only about 5 frames long (which is about 1/6 of a second) flashing across the screen in time with the speed techno music. Clever, I guess, but it has no place in a horror movie because it completely removes any sense of scariness or tension of even the gross-out effect because you can't see any one thing for long enough to react to it. You're just watching these shots fly across the screen and wondering what the hell the director was thinking when he decided that it would be a good idea to put something like this in the movie.<br /><br />I've seen a lot of people compare this movie to Resident Evil, mostly claiming that it copies the premise of it, and they're exactly right. I appreciate that at least here, as was not the case in Resident Evil, it wasn't some man-made virus that turned people into walking dead that were able to infect other people, changing them the way vampires turn others into vampires. 28 Days Later was also clearly an inspiration for this movie, it's just too bad that House of the Dead didn't do a single original thing, except for the somewhat moronic idea of putting in quick shots of the video game on which it is based, just in case you forget. I really think that this should have been a much better movie. While obviously I can't say that I know much about the game it's based on, just the title and the movie poster deserve a much better movie, but unfortunately I think that's more often the case than not with horror movies. It's really kind of sad when a movie comes out that is so obviously advertised as a no-holds-barred horror film, and the scariest thing in the entire movie is the closing shot, which suggests the possibility of a sequel.",negative
"I love these ""Diaper Baby"" movies! You couldn't make a movie like this today and it is rich in cinematic history. It is goofy and the film was made to make you laugh, which it does. How they ever got these kids to ""act"" I'll never know. I think they are precious and the kids make me laugh but so do the others who made this movie as it shows the naiveté that existed in the early 30's. You have to remember that this is when the film industry was very young, the stock market had crashed, the world wide depression was beginning and these films were made to give a person a break from the real world. The fact that you could see movies for five cents is beyond my comprehension, but then dinner for 25 cents is too. It was a different time with a totally different mind set.",positive
"This Columbo episode is one of the better and perhaps one of my personal favorites. The cast includes Rosemary's Baby John Cassavetes as the maestro, his wife played by Blythe Danner (Gwyneth Paltrow's mom) and his mother-in-law played by Myrna Loy (one of America's greatest leading actresses in film of our time). Anyway I disagree with anybody who criticizes against this film. This episode is one of my favorites because you have an excellent cast who do a superb job in performing. I love watching Columbo with his beloved dog who he never names in the series. This time, the episode focuses in on classical music at the Hollywood Bowl, one of L.A.'s attractions. Of course, Columbo becomes as interested in classical music as he does anything else involving a crime.",positive
"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about. These are the types of movies that kept me on the edge of my seat as a kid staying up too late to watch cable. If you liked the 80's horror scene this is the movie for you.",positive
"Doug McClure has starred in a few of these British produced genre adventures and this one has got to be the worst of the lot . I know THE LAND THAT TIME FORGOT has its critics but please at least that movie featured location filming and relatively good production values . That's the problem with this movie - The production values go way beyond "" So bad they're good "" affectionate territory and become "" so bad I think I'll go and see what's on the other channels "" <br /><br />One case in point is the first scene featuring the intrepid Cushing and McClure encountering a monster . It's painfully obvious the monster is an average sized man dressed up as a rubber monster being made to look over twenty foot tall via overblown back projection . It becomes even more painfully obvious that our heroes are trying to escape the monster by running on the spot . Have I mentioned that this is one of the more convincing set pieces ? No really this looks like it was filmed in somebody's living room with the spare change left over from that year's DOCTOR WHO budget . Even former DOCTOR WHO Peter Cushing is bland and what should have been an amusing line "" You can't mesmerise me - I'm British "" is delivered in a very flat way ( A very similar line is spoken by Cushing in HORROR EXPRESS ) in a script devoid of characterisation , plotting and memorable dialogue . It's not just the fact that the dialogue is unmemorable it's also infrequent and rare since the monsters don't speak . Wouldn't it have been better having the chief bad guys humanoids like in WARLORDS OF ATLANTIS so that they could explain the plot . Does anyone here know what the plot actually is ? <br /><br />A very tedious British movie that even the twin talents of Caroline Munro can not save . The whole mood of the movie is summed up by the final sequence featuring two keystone cops",negative
"OK. Who brought the cheese. I love it. During it's run it became a phenomenon. The Anorexic Twins became popular.Bob Saget started making a paycheck (Instead of his REALLY funny stand-up). And people knew who Dave Coulier was. This is when life was good and simple. This is one of the great American classics. It was humorous and always brought home a good lesson. And this is where I differ from the norm: I liked the last few seasons. Like Home Improvement, when children get older there are a lot more you can do with the script. This is why I dare say...It could have gone much later than it did. But anyway. I gave it an 8/10 because of its wholesome, funny story lines, and because of Bob Saget!",positive
"I cannot get past the message of this movie. It's laid out much too clearly to ignore, and it is obscene because it has lost its sense of what it's about. I haven't read the novel, but Pollack's film opens with a scene at a CIA-front organization in New York, which is broken into by two professional assassins, headed by Max von Sydow, who proceed to brutally slaughter the half dozen quirky staff members we've come to know and understand. The staff include an elderly female receptionist, a fussy elderly professorial guy who's toupee falls off when he is machine-gunned (is that a joke?), and, last, the beautiful Tina Chen who looks up from the copier, realizes she is about to be murdered, and says, pitifully brave, ""I won't scream."" Von Sydow replies sympathetically, ""I know."" These murders are completely unexpected, savage, unmotivated by anything that we are aware of, and graphic. It is a brutal scene. <br /><br />There is absolutely no way in which von Sydow and his henchman can be redeemed. And yet that is exactly what Pollack tries to do towards the end.<br /><br />After having killed these innocent good guys, von Sydow switches sides (because the other side is willing to pay him) and assassinates the evil mastermind behind a complicated intramural CIA plot. The script then turns him into a perfectly reasonable, sensitive human being. ""It is better to live in Europe. Things are not so rushed."" Or whatever. I swear I'm not making this up. Pollack wants us to believe that it is better to be an honest mass murderer than a crooked bureaucrat. That's the message. You should write it down in case you forget. Just exactly what kind of psychiatric shambles do you have to be in order to turn ordinary values, not to mention common sense, upside-down like that? I understand that there are thoughtful adults who dislike the government of the United States, even hate it, and who see conspiracies just about everywhere, providing a knee-jerk explanation for otherwise unexplainable events. I know that people who think this way exist because I number some of them among my closer friends. Nevertheless, at some point this dislike, this hatred, if it increases in intensity, must pass beyond politics or ethics and into the realm of the psychiatric. I don't for a moment believe that a man who murders people for money is better than a sinister government official. I don't care how suave and cultured the murderer is or whether he knows how to reach the Louvre on the Metro. Whoever is purveying that message needs either medication or meditation.<br /><br />I'd like to be able to argue that the production is as thoroughly rotten as its message, but I can't. It's quite well done. (In some ways that's worse, because it makes the film less dismissable.) Even New York City looks photogenic on the screen. And it's been a long time since I've thought of New York as photogenic. Robert Redford does an admirable job of projecting his character's initial shock and confusion, but then turns into a telecommunicational semi-genius. And, man, he looks just fine! His wardrobe is just right. Even his rimless glasses are becoming. And his peacoat. It's not everyone who can make a navy pea jacket look glamorous. He seems extremely handsome too, the swine. I want to look like that. I want to wear a denim shirt and a tie with such panache. Faye Dunaway is alright in her role but it's not too believable a role. Would anybody eagerly sleep with a guy who has just kidnapped her and is holding her at gunpoint? Even if he did look like Redford? Would anyone be emotionally wounded if, when this ambivalent relationship is about to end, Redford asked her not to tell anybody about what happened? Cliff Robertson is surprisingly good. He does one or two extremely good double-takes. The mailman is superb. The fight between him and Redford in a crowded apartment is exquisitely choreographed and, for once, we really don't know for sure how it will turn out, because Redford (a book reader after all) seems mismatched against the brute cunning of this hired assassin. This is one of John Housemann's final roles. A shame. He's a magnet on screen. And what an end to his life: a friend finds him lost, wandering the streets of New York, in a neighborhood he'd been familiar with for most of his life. <br /><br />Yes, the movie is very well executed, but I can't ignore that vicious, paranoid message. I have the same problem with Leni Riefenstahl's ""Triumph of the Will."" Or her Olympic documentary in which the announcer is watching a foot race in which Jesse Owens is pulling into the lead and says ominously, ""This Negro is dangerous.""",negative
"I really have problems rating this movie. It is directed brilliantly, there is obviously a lot of money in it. Gere and Danes are intense (although her screen personality could use a bit more defining and spicing up), editing and cinematography are excellent. On the other hand, it is one of those really really sick movies where one cannot help but wonder whether the director himself likes to stage specific scenes, and, yes, one cannot help but wonder how many copycats will such a movie inspire.<br /><br />In purely artistic terms, it is a 9, but I really have to ask myself who these people are giving their money to produce such a movie ....",negative
"All I can really say is that I'm glad that I was knitting socks while watching the movie, or I would be very angry for having wasted 2 hours of my life. The acting was terrible, the plot was even worse. There were some scenes that were meant to be serious that had my husband and I laughing out loud. I highly recommend this movie to people who like to do their own version of MST3K.",negative
"Both Disney and Bill Paxton did a fine job in conveying a story that is based in fact. You do not have to like the game of golf to appreciate the story of one man's struggle to overcome the odds. It could have been based on any sport or simply on any other situation which involves competition, though this one just happens to be related to Golf. The only problem I have with the story is that I would have liked to see a bit deeper into each of the main characters, esp. Mr. Ouimet. Mr. Francis Ouimet is a typical young man of his times, turn of the century America, where ""class lines"" are well delineated and woe be it to anyone who deigns to try to rise above his ""class"" standing. I did a bit of historical research and my biggest question was indeed answered, to my satisfaction. Although the circumstances are a bit different than those portrayed in the film, I came away with a feeling of content. I thoroughly enjoyed this movie, I believe you will too.",positive
"Nothing but the director's juvenile fantasy come to life. This 'movie' is nothing more than an excuse for the director/actor to play kissy face with an attractive young woman who would otherwise never give him the time of day.<br /><br />The plot is simple, the direction is nonexistent and the movie drags while the actor/director/writer/narrator narrates. Don't be fooled by the 'X' rating, there is no nudity and minimal gore.",negative
"David Bryce's comments nearby are exceptionally well written and informative as almost say everything I feel about DARLING LILI. This massive musical is so peculiar and over blown, over produced and must have caused ruptures at Paramount in 1970. It cost 22 million dollars! That is simply irresponsible. DARLING LILI must have been greenlit from a board meeting that said ""hey we got that Pink Panther guy and that Sound Of Music gal... lets get this too"" and handed over a blank cheque. The result is a hybrid of GIGI, ZEPPELIN, HALF A SIXPENCE, some MGM 40s song and dance numbers of a style (daisies and boaters!) so hopelessly old fashioned as to be like musical porridge, and MATA HARI dramatics. The production is colossal, lush, breathtaking to view, but the rest: the ridiculous romance, Julie looking befuddled, Hudson already dead, the mistimed comedy, and the astoundingly boring songs deaden this spectacular film into being irritating. LILI is like a twee 1940s mega musical with some vulgar bits to spice it up. STAR! released the year before sadly crashed and now is being finally appreciated for the excellent film is genuinely is... and Andrews looks sublime, mature, especially in the last half hour......but LILI is POPPINS and DOLLY frilly and I believe really killed off the mega musical binge of the 60s..... and made Andrews look like Poppins again... which I believe was not Edwards intention. Paramount must have collectively fainted when they saw this: and with another $20 million festering in CATCH 22, and $12 million in ON A CLEAR DAY and $25 million in PAINT YOUR WAGON....they had a financial abyss of CLEOPATRA proportions with $77 million tied into 4 films with very uncertain futures. Maybe they should have asked seer Daisy Gamble from ON A CLEAR DAY ......LILI was very popular on immediate first release in Australia and ran in 70mm cinemas for months but it failed once out in the subs and the sticks and only ever surfaced after that on one night stands with ON A CLEAR DAY as a Sunday night double. Thank god Paramount had their simple $1million (yes, ONE MILLION DOLLAR) film LOVE STORY and that $4 million dollar gangster pic THE GODFATHER also ready to recover all the $77 million in just the next two years....for just $5m.... incredible!",negative
